Co_ID|Exchange|Name| root_ ticker | QMV | OS_Shares | tech_sub_sector | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|hq_location|hq_region|interlisted_code_1|interlisted_code_2|tsx_ven_grad|former_cpc|Index|technology_sub_sector|usa_city|USA_State|asia_region|place_inCopporated|fundfamily|sp_grouping|SP_Sub|income_trust_conversion| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties
PIN0007|TSX|Pine Cliff Energy Ltd.|PNE| 109,011,904 | 307,075,787 |||| Oil & Gas ||TSXV Grad|20160303|AB|Canada|||1|||||||C||||| 69,929,552 | 24,176,150 | 4,981 |6|||AB,SK||||||1|||||||||||||||||||
PRA0006|TSX|Prairie Provident Resources Inc.|PPR| 45,776,593 | 115,890,110 |||| Oil & Gas ||Other|20160916|AB|Canada||||||||||C||||| 11,022,981 | 4,745,276 | 3,413 |6|||AB, NWT, Quebec||||||1|||||||||||||||||||
PRA0005|TSX|PrairieSky Royalty Ltd.|PSK| 6,110,247,749 | 235,462,341 |||| Oil & Gas ||IPO|20140529|AB|Canada|||||1|||||C||||| 62,360,835 | 1,777,347,843 | 334,542 |6|||AB||||||1|||||||||||||||||||
PRE0001|TSX|Precision Drilling Corporation|PD| 1,275,589,032 | 293,238,858 |||| Industrial Products & Services |Energy Services|TSXV Grad|19880923|AB|Canada|TSX-NYSE||1||1|||||C||||2005_2010| 316,394,503 | 1,365,163,430 | 373,471 |6||||||||||||||||||||||||||||
PUL0001|TSX|Pulse Seismic Inc.|PSD| 144,320,458 | 53,850,917 |||| Industrial Products & Services |Energy Services|TSXV Grad|20011121|AB|Canada|TSX-OTCQX||1|||||||C||||| 2,128,361 | 6,379,043 | 4,642 |6||||||||||||||||||||||||||||
QUE0015|TSX|Questerre Energy Corporation|QEC| 211,932,069 | 385,331,034 |||| Oil & Gas |||20030721|AB|Canada|TSX-Oslo Bors|||||||||C||||| 7,332,114 | 6,388,604 | 4,756 |6|||AB,BC,Quebec,SK||||||1|||||||||||||||||||
RAG0001|TSX|Raging River Exploration Inc.|RRX| 1,318,424,569 | 231,302,556 |||| Oil & Gas ||TSXV Grad|20130503|AB|Canada|||1||1|||||C||||| 204,865,569 | 1,356,270,921 | 453,268 |6|||SK||||||1|||||||||||||||||||
SEC0004|TSX|Secure Energy Services Inc.|SES| 1,194,612,578 | 164,547,187 |||| Industrial Products & Services |Energy Services|IPO|20100330|AB|Canada|||||1|||||C||||| 52,658,575 | 431,196,069 | 185,726 |6||||||||||||||||||||||||||||
SEV0008|TSX|Seven Generations Energy Ltd.|VII| 5,189,825,775 | 358,166,030 |||| Oil & Gas ||IPO|20141105|AB|Canada|||||1|||||C||||| 133,123,867 | 2,162,860,248 | 516,175 |6|||AB||||||1|||||||||||||||||||
SHA0005|TSX|ShawCor Ltd.|SCL| 1,787,947,814 | 70,060,651 |||| Industrial Products & Services |Energy Services||19690627|ON|Canada|||||1|||||C||||| 11,493,672 | 299,348,911 | 77,880 |6||||||||||||||||||||||||||||
SOU0023|TSX|Source Energy Services Ltd.|SHLE| 305,912,009 | 61,551,712 |||| Industrial Products & Services |Energy Services|IPO|20170413|AB|Canada||||||||||C||||| 11,194,056 | 65,949,599 | 22,913 |6||||||||||||||||||||||||||||
STE0017|TSX|STEP Energy Services Ltd.|STEP| 730,274,090 | 66,509,480 |||| Industrial Products & Services |Energy Services|IPO|20170502|AB|Canada||||||||||C||||| 17,255,318 | 187,582,802 | 44,465 |6||||||||||||||||||||||||||||
STO0015|TSX|Storm Resources Ltd.|SRX| 379,257,253 | 121,556,812 |||| Oil & Gas ||TSXV Grad|20170927|AB|Canada|||1|||||||C||||| 14,048,402 | 35,338,939 | 5,517 |6|||AB, BC||||||1|||||||||||||||||||
STR0024|TSX|Strad Energy Services Ltd.|SDY| 88,861,996 | 57,330,320 |||| Industrial Products & Services |Energy Services|IPO|20101123|AB|Canada||||||||||C||||| 8,211,685 | 12,437,343 | 2,256 |6||||||||||||||||||||||||||||
SUN0008|TSX|Suncor Energy Inc.|SU| 87,414,537,565 | 1,633,916,590 |||| Oil & Gas |||19660117|AB|Canada|TSX-NYSE||||60|||||C||||| 403,333,717 | 19,007,240,905 | 1,738,585 |6|||AB,BC||||||1|||||||||||||||||||
SUP0001|TSX|Superior Plus Corp.|SPB| 2,224,172,242 | 174,842,820 |||| Utilities & Pipelines |||19961007|AB|Canada|||||1|||||C||||2009| 44,582,402 | 559,973,293 | 163,578 |6||||||||||||||||||||||||||||
SUR0006|TSX|Surge Energy Inc.|SGY| 598,039,306 | 231,038,868 |||| Oil & Gas ||TSXV Grad|20111021|AB|Canada|||1|||||||C||||| 102,631,895 | 241,212,351 | 89,297 |6|||AB,MB|||||SD|1|||||||||||||||||||
TAG0001|TSX|TAG Oil Ltd.|TAO| 32,407,256 | 85,282,252 |||| Oil & Gas ||TSXV Grad|20110716|BC|Canada|TSX-OTCQX||1|||||||C||||| 15,412,322 | 4,859,528 | 3,563 |6||New Zealand|||||||1|||||||||||||||||||
TAM0002|TSX|Tamarack Valley Energy Ltd.|TVE| 1,053,566,546 | 228,539,381 |||| Oil & Gas ||TSXV Grad|20150824|AB|Canada|||1|||||||C||||| 119,027,116 | 422,566,837 | 157,529 |6|||AB, WCSB||||||1|||||||||||||||||||
TER0008|TSX|TerraVest Industries Inc.|TVK| 196,702,445 | 17,594,909 |||| Industrial Products & Services |Energy Services|IPO|20040708|AB|Canada||||||||||C||||| 745,893 | 10,527,407 | 1,116 |6||||||||||||||||||||||||||||
TID0002|TSX|Tidewater Midstream and Infrastructure Ltd.|TWM| 408,072,689 | 329,090,878 |||| Industrial Products & Services |Energy Services|TSXV Grad|20171120|AB|Canada|||1|||||||C||||| 47,188,646 | 64,574,763 | 27,213 |6||||||||||||||||||||||||||||
VER0015|TSX|TORC Oil & Gas Ltd.|TOG| 1,542,792,530 | 210,189,718 |||| Oil & Gas ||Other|20051107|AB|Canada|||||1|||||C||||| 98,652,862 | 708,334,053 | 271,815 |6|||AB||||||1|||||||||||||||||||
TOS0001|TSX|Toscana Energy Income Corporation|TEI| 15,957,563 | 7,270,675 |||| Oil & Gas ||TSXV Grad|20131122|AB|Canada|||1|1||||||C||||| 1,487,633 | 1,390,424 | 985 |6|||AB, SK||||||1|||||||||||||||||||
TOT0001|TSX|Total Energy Services Inc.|TOT| 537,289,673 | 46,238,354 |||| Industrial Products & Services |Energy Services|TSXV Grad|19981214|AB|Canada|||1|1||||||C||||2005_2009| 3,061,018 | 40,409,913 | 13,031 |6||||||||||||||||||||||||||||
PET0007|TSX|Touchstone Exploration Inc.|TXP| 36,126,007 | 129,021,455 |||| Oil & Gas ||TSXV Grad|19970317|AB|Canada|TSX-AIM||1|1||||||C||||| 13,026,099 | 3,261,445 | 2,150 |6|||Western Canada||Trinidad||||1|||||||||||||||||||
TOU0002|TSX|Tourmaline Oil Corp.|TOU| 6,391,251,892 | 272,083,946 |||| Oil & Gas ||IPO|20101123|AB|Canada|||||1|||||C||||| 108,184,753 | 2,407,846,239 | 520,959 |6|||AB, BC||||||1|||||||||||||||||||
TRA0010|TSX|TransAlta Corporation|TA| 2,599,369,252 | 326,332,567 |||| Utilities & Pipelines |||19921231|AB|Canada|TSX-NYSE||||1|||||C||||| 66,198,081 | 494,126,824 | 200,964 |6||||||||||||||||||||||||||||
TRA0021|TSX|TransAtlantic Petroleum Ltd.|TNP| 93,713,998 | 50,383,870 |||| Oil & Gas |||19950116|USA|USA|TSX-NYSE MKT||||||Addison|TX||F||||| 1,374,487 | 2,663,718 | 3,479 |6|||||||Albania,Bulgaria,Turkey||1|||||||||||||||||||
TRA0031|TSX|TransCanada Corporation|TRP| 54,343,393,983 | 1,052,992,613 |||| Utilities & Pipelines |||20030515|AB|Canada|TSX-NYSE||||60|||||C||||| 274,651,013 | 14,715,287,366 | 1,350,237 |6||||||||||||||||||||||||||||
TRA0017|TSX|TransGlobe Energy Corporation|TGL| 262,827,543 | 72,205,369 |||| Oil & Gas |||19971107|AB|Canada|TSX-NasdaqGM|||||||||C||||| 10,420,224 | 25,808,870 | 35,906 |6|Egypt||AB||||||1|||||||||||||||||||
TRI0014|TSX|Trican Well Service Ltd.|TCW| 989,187,868 | 330,832,063 |||| Industrial Products & Services |Energy Services||19961209|AB|Canada|||||1|||||C||||| 380,063,175 | 1,283,531,669 | 436,339 |6||||||||||||||||||||||||||||
TRI0040|TSX|Trinidad Drilling Ltd.|TDG| 511,366,368 | 273,457,951 |||| Industrial Products & Services |Energy Services|IPO|20001010|AB|Canada||||||||||C||||2002| 74,846,354 | 138,286,291 | 66,553 |6||||||||||||||||||||||||||||
UNI0010|TSX|Union Gas Limited|UNG| 7,483,211 | 137,672 |||| Utilities & Pipelines |||19580831|ON|Canada||||||||||C||||| 7,920 | 423,147 | 68 |6||||||||||||||||||||||||||||
GAZ0001|TSX|Valener Inc.|VNR| 890,388,250 | 43,099,320 |||| Utilities & Pipelines |||20001001|Quebec|Canada||||||||||C||||| 6,467,796 | 136,486,208 | 38,909 |6||||||||||||||||||||||||||||
VAL0007|TSX|Valeura Energy Inc.|VLE| 409,465,096 | 85,662,154 |||| Oil & Gas ||TSXV Grad|20110915|AB|Canada|||1|1||||||C||||| 74,798,469 | 385,233,576 | 156,637 |6|||AB||||Turkey||1|||||||||||||||||||
VER0004|TSX|Vermilion Energy Inc.|VET| 7,207,366,671 | 152,022,077 |||| Oil & Gas ||TSXV Grad|19960627|AB|Canada|TSX-NYSE||1|1|1|||||C||||2003_2010| 79,235,809 | 3,525,309,077 | 512,349 |6|||||||France||1|||||||||||||||||||
WES0054|TSX|Westcoast Energy Inc.|W| 725,668,000 | 28,600,000 |||| Utilities & Pipelines |||19610728|BC|Canada||||||||||C||||| 3,207,005 | 81,970,277 | 3,748 |6||||||||||||||||||||||||||||
WES0068|TSX|Western Energy Services Corp.|WRG| 98,631,831 | 92,179,281 |||| Industrial Products & Services |Energy Services|TSXV Grad|20111013|AB|Canada|||1|||||||C||||| 24,834,106 | 30,199,351 | 14,576 |6||||||||||||||||||||||||||||
WHI0006|TSX|Whitecap Resources Inc.|WCP| 3,717,099,612 | 417,182,897 |||| Oil & Gas ||TSXV Grad|20101018|AB|Canada|||1|1|1|||||C||||| 248,801,163 | 2,165,526,481 | 610,038 |6|||AB, BC, SK||||||1|||||||||||||||||||
XTR0001|TSX|Xtreme Drilling Corp.|XDC| 159,713,564 | 74,982,894 |||| Industrial Products & Services |Energy Services|TSXV Grad|20060905|AB|Canada|||1|1||||||C||||| 3,697,336 | 8,050,028 | 4,052 |6||||||||||||||||||||||||||||
YAN0002|TSX|Yangarra Resources Ltd.|YGR| 472,286,861 | 85,250,336 |||| Oil & Gas ||TSXV Grad|20140627|AB|Canada|||1|||||||C||||| 32,219,486 | 175,900,103 | 68,647 |6|||AB||||||1|||||||||||||||||||
ZAR0001|TSX|Zargon Oil & Gas Ltd.|ZAR| 46,852,005 | 31,274,743 |||| Oil & Gas |||19940329|AB|Canada||||||||||C||||2004_2011| 6,621,293 | 5,197,314 | 2,360 |6|||AB,SK|||||ND|1|||||||||||||||||||
ZCL0001|TSX|ZCL Composites Inc.|ZCL| 267,054,452 | 30,873,347 |||| Industrial Products & Services |Energy Services||19950929|AB|Canada||||||||||C||||| 7,343,451 | 75,955,393 | 33,710 |6||||||||||||||||||||||||||||
ABS0003|TSX|Absolute Software Corporation|ABT| 278,646,125 | 40,208,676 |Software||| Technology ||TSXV Grad|20051202|BC|Canada|||1|||||||C||||| 7,156,510 | 48,591,454 | 17,548 |6||||||||||||||||||||||||||||
COM0010|TSX|AgJunction Inc.|AJX| 100,773,317 | 117,178,275 |Software||| Technology |Agriculture||19970312|USA|USA|||||||Hiawatha|KS||C||||| 7,593,847 | 4,864,363 | 1,642 |6||||||||||||||||||||||||||||
ALT0022|TSX|Altus Group Limited|AIF| 1,144,430,962 | 39,045,751 |Software||| Technology ||IPO|20050518|ON|Canada|||||1|||||C||||2011| 11,543,082 | 369,008,990 | 62,463 |6||||||||||||||||||||||||||||
BAY0005|TSX|Baylin Technologies Inc.|BYL| 99,863,542 | 31,207,357 |Hardware & Equipment||| Technology ||IPO|20131127|Israel|Other||||||||||C||||| 4,289,005 | 15,503,500 | 6,902 |6||||||||||||||||||||||||||||
RES0002|TSX|BlackBerry Limited|BB| 7,637,610,659 | 543,161,645 |Communication Technology||| Technology ||IPO|19971028|ON|Canada|TSX-NYSE||||60|||||C||||| 279,951,602 | 4,350,320,703 | 709,623 |6||||||||||||||||||||||||||||
BSM0001|TSX|BSM Technologies Inc.|GPS| 108,519,056 | 82,211,406 |Software||| Technology ||TSXV Grad|20151006|ON|Canada|||1|||||||C||||| 11,902,979 | 15,460,887 | 6,754 |6||||||||||||||||||||||||||||
CAE0001|TSX|CAE Inc.|CAE| 7,307,264,465 | 267,567,355 |Software||| Technology |||19610320|Quebec|Canada|TSX-NYSE||||1|||||C||||| 61,585,773 | 1,519,874,478 | 286,320 |6||||||||||||||||||||||||||||
CAL0008|TSX|Calian Group Ltd.|CGY| 241,695,688 | 7,734,262 |IT Consulting & Services||| Technology |||19930915|ON|Canada||||||||||C||||| 603,076 | 19,114,089 | 2,952 |6||||||||||||||||||||||||||||
CEL0003|TSX|Celestica Inc.|CLS| 1,890,464,380 | 120,951,016 |Hardware & Equipment||| Technology |||19980707|ON|Canada|TSX-NYSE||||1|||||C||||| 36,425,177 | 511,410,446 | 197,873 |6||||||||||||||||||||||||||||
CER0008|TSX|Ceridian HCM Holding Inc.|CDAY| 5,837,721,253 | 133,342,194 |Software||| Technology ||IPO|20180430|USA|USA|TSX-NYSE||||||Minneapolis|MN||C||||| 395,729 | 17,368,032 | 2,650 |3||||||||||||||||||||||||||||
CGI0001|TSX|CGI Group Inc.|GIB| 21,093,542,321 | 253,193,402 |IT Consulting & Services||| Technology |||19920421|Quebec|Canada|TSX-NYSE||||60|||||C||||| 68,634,126 | 5,122,806,404 | 413,617 |6||||||||||||||||||||||||||||
COM0018|TSX|Computer Modelling Group Ltd.|CMG| 810,168,248 | 80,214,678 |Software||| Technology ||TSXV Grad|20031020|AB|Canada|||1||1|||||C||||| 12,070,952 | 117,225,280 | 64,279 |6||||||||||||||||||||||||||||
CON0075|TSX|Constellation Software Inc.|CSU| 21,959,812,184 | 24,014,399 |Software||| Technology ||IPO|20060517|ON|Canada|||||60|||||C||||| 5,393,230 | 4,823,377,113 | 56,208 |6||||||||||||||||||||||||||||
COU0009|TSX|CounterPath Corporation|PATH| 18,460,562 | 5,935,872 |Software||| Technology ||TSXV Grad|20120820|BC|Canada|TSX-NasdaqCM||1|||||||U||||| 527,943 | 2,931,964 | 2,358 |6||||||||||||||||||||||||||||
CRI0005|TSX|Critical Control Energy Services Corp.|CCZ| 11,149,311 | 46,209,355 |IT Consulting & Services||| Technology |Energy Services|TSXV Grad|20090211|AB|Canada|||1|||||||C||||| 2,156,006 | 432,817 | 238 |6||||||||||||||||||||||||||||
DAT0010|TSX|DataWind Inc.|DW| 2,429,285 | 24,292,848 |Internet Software & Services||| Technology ||IPO|20140708|ON|Canada||||||||||C||||| 2,243,205 | 309,993 | 441 |6||||||||||||||||||||||||||||
DBO0001|TSX|D-Box Technologies Inc.|DBO| 42,228,138 | 175,950,573 |Hardware & Equipment||| Technology ||TSXV Grad|20110401|Quebec|Canada|||1|||||||C||||| 14,758,569 | 3,964,381 | 3,185 |6||||||||||||||||||||||||||||
DES0001|TSX|Descartes Systems Group Inc. (The)|DSG| 3,289,977,884 | 76,814,800 |Software||| Technology |||19980121|ON|Canada|TSX-NasdaqGM||||1|||||C||||| 17,113,362 | 631,605,516 | 116,368 |6||||||||||||||||||||||||||||
ENG0001|TSX|Enghouse Systems Limited|ENGH| 2,079,554,358 | 27,088,112 |Software||| Technology |||19980226|ON|Canada|||||1|||||C||||| 3,886,802 | 265,331,087 | 27,097 |6||||||||||||||||||||||||||||
ESP0002|TSX|Espial Group Inc.|ESP| 54,864,493 | 35,626,294 |Internet Software & Services||| Technology ||IPO|20070607|ON|Canada||||||||||C||||| 5,877,064 | 10,539,436 | 11,414 |6||||||||||||||||||||||||||||
EVE0007|TSX|Evertz Technologies Limited|ET| 1,222,178,301 | 76,481,746 |Communication Technology||| Technology ||IPO|20060629|ON|Canada||||||||||C||||| 2,355,764 | 40,425,824 | 11,877 |6||||||||||||||||||||||||||||
EXA0005|TSX|exactEarth Ltd.|XCT| 24,880,137 | 21,634,902 |Software||| Technology ||Other|20160209|ON|Canada||||||||||C||||| 754,069 | 794,921 | 605 |6||||||||||||||||||||||||||||
EXF0002|TSX|EXFO Inc.|EXF| 106,063,861 | 23,465,456 |Communication Technology||| Technology |||20000705|Quebec|Canada|TSX-NasdaqGM|||||||||C||||| 2,306,981 | 12,078,274 | 8,188 |6||||||||||||||||||||||||||||
CIR0004|TSX|Firan Technology Group Corporation|FTG| 48,580,570 | 22,701,201 |Hardware & Equipment||| Technology |||19830812|ON|Canada||||||||||C||||| 2,921,571 | 7,942,689 | 4,566 |6||||||||||||||||||||||||||||
INF0009|TSX|Information Services Corporation|ISV| 298,025,000 | 17,500,000 |Internet Software & Services||| Technology ||IPO|20130709|SK|Canada||||||||||C||||| 880,347 | 15,365,406 | 2,971 |6||||||||||||||||||||||||||||
INT0017|TSX|Intermap Technologies Corporation|IMP| 6,230,590 | 16,396,289 |IT Consulting & Services||| Technology ||TSXV Grad|20040708|USA|USA|||1|1|||Englewood|CO||C||||| 2,092,419 | 1,026,200 | 878 |6||||||||||||||||||||||||||||
INT0089|TSX|Intrinsyc Technologies Corporation|ITC| 31,283,495 | 20,855,663 |Communication Technology||| Technology ||TSXV Grad|20010109|BC|Canada|||1|||||||C||||| 2,657,422 | 3,623,396 | 2,347 |6||||||||||||||||||||||||||||
KIN0019|TSX|Kinaxis Inc.|KXS| 2,278,846,326 | 25,749,676 |Internet Software & Services||| Technology ||IPO|20140610|ON|Canada|||||1|||||C||||| 7,376,032 | 615,388,501 | 53,877 |6||||||||||||||||||||||||||||
MAC0005|TSX|Maxar Technologies Ltd.|MAXR| 3,869,510,304 | 58,628,944 |Software||| Technology ||IPO|20000712|BC|Canada|TSX-NYSE||||1|||||C||||| 33,634,379 | 2,189,516,269 | 245,338 |6||||||||||||||||||||||||||||
MED0017|TSX|Mediagrif Interactive Technologies Inc.|MDF| 182,639,982 | 14,848,779 |Internet Software & Services||| Technology |||20001003|Quebec|Canada||||||||||C||||| 1,539,432 | 16,800,509 | 3,758 |6||||||||||||||||||||||||||||
MIT0003|TSX|Mitel Networks Corporation|MNW| 1,764,318,040 | 122,607,230 |Communication Technology||| Technology ||Other|20120627|ON|Canada|TSX-NasdaqGM||||1|||||C||||| 27,031,348 | 340,750,787 | 103,304 |6||||||||||||||||||||||||||||
MOG0001|TSX|Mogo Finance Technology Inc.|MOGO| 97,389,318 | 23,049,826 |Software||| Technology ||IPO|20150625|BC|Canada|TSX-NasdaqCM|||||||||C||||| 13,867,035 | 66,794,322 | 31,117 |6||||||||||||||||||||||||||||
NEX0007|TSX|NexJ Systems Inc.|NXJ| 43,719,632 | 21,019,054 |Software||| Technology ||IPO|20110518|ON|Canada||||||||||C||||| 536,384 | 1,467,889 | 914 |6||||||||||||||||||||||||||||
NXT0001|TSX|NXT Energy Solutions Inc.|SFD| 61,314,250 | 67,378,297 |Hardware & Equipment||| Technology |Energy Services|TSXV Grad|20160322|AB|Canada|TSX-OTCQB||1|||||||C||||| 1,692,285 | 1,877,542 | 1,277 |6||||||||||||||||||||||||||||
OPE0001|TSX|Open Text Corporation|OTEX| 12,378,178,764 | 267,520,613 |Software||| Technology |||19980626|ON|Canada|TSX-NasdaqGM||||60|||||C||||| 68,719,953 | 3,078,064,429 | 404,193 |6||||||||||||||||||||||||||||
OPS0001|TSX|Opsens Inc.|OPS| 80,877,435 | 89,863,817 |Hardware & Equipment||| Technology ||TSXV Grad|20170301|Quebec|Canada|TSX-OTCQX||1|1||||||C||||| 6,941,293 | 7,015,240 | 2,962 |6||||||||||||||||||||||||||||
RED0020|TSX|Optiva Inc.|OPT| 238,626,943 | 5,233,047 |Software||| Technology ||Other|20081022|ON|Canada||||||||||C||||| 8,494,446 | 17,428,101 | 4,098 |6||||||||||||||||||||||||||||
PHO0011|TSX|Photon Control Inc.|PHO| 262,591,224 | 111,267,468 |Hardware & Equipment||| Technology ||TSXV Grad|20180525|BC|Canada|||1|||||||C||||| 5,384,015 | 12,749,017 | 5,468 |2||||||||||||||||||||||||||||
PIV0002|TSX|Pivot Technology Solutions, Inc.|PTG| 76,621,227 | 39,906,889 |IT Consulting & Services||| Technology ||TSXV Grad|20161219|ON|Canada|||1|1||||||C||||| 9,293,792 | 19,016,252 | 10,710 |6||||||||||||||||||||||||||||
POI0003|TSX|Points International Ltd.|PTS| 313,087,318 | 14,427,987 |Internet Software & Services||| Technology ||TSXV Grad|20040224|ON|Canada|TSX-NasdaqCM||1|1||||||C||||| 599,265 | 9,840,075 | 4,852 |6||||||||||||||||||||||||||||
DEX0003|TSX|Posera Ltd.|PAY| 19,167,501 | 119,796,879 |Software||| Technology ||IPO|20040628|ON|Canada||||||||||C||||| 22,261,773 | 5,233,712 | 3,108 |6||||||||||||||||||||||||||||
WIL0001|TSX|Quarterhill Inc.|QTRH| 173,473,500 | 118,817,466 |Communication Technology||| Technology ||TSXV Grad|19991028|ON|Canada|TSX-NasdaqGM||1|||||||C||||| 31,514,009 | 61,175,861 | 46,772 |6||||||||||||||||||||||||||||
REA0008|TSX|Real Matters Inc.|REAL| 506,429,086 | 88,847,208 |Internet Software & Services||| Technology ||IPO|20170511|ON|Canada||||||||||C||||| 20,185,514 | 128,901,836 | 27,613 |6||||||||||||||||||||||||||||
RED0019|TSX|Redline Communications Group Inc.|RDL| 30,643,535 | 17,215,469 |Communication Technology||| Technology ||IPO|20071024|ON|Canada||||||||||C||||| 1,038,371 | 1,727,348 | 220 |6||||||||||||||||||||||||||||
SHO0004|TSX|Shopify Inc.|SHOP| 17,907,829,903 | 93,411,037 |Internet Software & Services||| Technology ||IPO|20150521|ON|Canada|TSX-NYSE||||1|||||C||||| 43,417,265 | 7,455,602,253 | 362,356 |6||||||||||||||||||||||||||||
SIE0002|TSX|Sierra Wireless Inc.|SW| 756,662,197 | 35,980,133 |Communication Technology||| Technology |||19990517|BC|Canada|TSX-NasdaqGM||||1|||||C||||| 16,246,183 | 356,569,915 | 110,715 |6||||||||||||||||||||||||||||
SOL0012|TSX|Solium Capital Inc.|SUM| 643,700,629 | 55,925,337 |Software||| Technology ||TSXV Grad|20070305|AB|Canada|||1|||||||C||||| 5,383,379 | 59,659,900 | 7,866 |6||||||||||||||||||||||||||||
SPE0014|TSX|Spectra7 Microsystems Inc.|SEV| 34,173,259 | 172,598,462 |Hardware & Equipment||| Technology ||TSXV Grad|20150723|USA|USA|||1|1|||Palo Alto|CA||C||||| 41,104,603 | 9,983,414 | 9,828 |6||||||||||||||||||||||||||||
TEC0013|TSX|TECSYS Inc.|TCS| 201,468,590 | 13,082,376 |Software||| Technology |||19980727|Quebec|Canada||||||||||C||||| 781,266 | 12,630,384 | 1,654 |6||||||||||||||||||||||||||||
INT0124|TSX|The Intertain Group Limited|ITX| 335,918,619 | 19,564,276 |Internet Software & Services||| Technology ||TSXV Grad|20140218|ON|Canada|||1|1||||||C||||| 3,455,161 | 52,157,919 | 7,450 |6||||||||||||||||||||||||||||
AMA0006|TSX|The Stars Group Inc.|TSGI| 8,082,560,023 | 169,516,779 |Software||| Technology ||TSXV Grad|20131001|ON|Canada|TSX-NasdaqGM||1||1|||||C||||| 93,464,505 | 3,661,998,384 | 371,327 |6||||||||||||||||||||||||||||
TUC0002|TSX|Tucows Inc.|TC| 843,450,117 | 10,592,115 |Internet Software & Services||| Technology ||IPO|20050818|ON|Canada|TSX-NasdaqCM|||||||||U||||| 312,226 | 23,141,710 | 2,868 |6||||||||||||||||||||||||||||
URT0001|TSX|UrtheCast Corp.|UR| 27,931,415 | 121,440,933 |Communication Technology||| Technology ||TSXV Grad|20130627|BC|Canada|||1|||||||C||||| 59,324,684 | 29,667,136 | 19,071 |6||||||||||||||||||||||||||||
VCO0001|TSX|Vecima Networks Inc.|VCM| 193,894,655 | 22,415,567 |Communication Technology||| Technology ||IPO|20051111|BC|Canada||||||||||C||||| 667,911 | 6,185,525 | 1,167 |6||||||||||||||||||||||||||||
AAW0001|TSX|A&W Revenue Royalties Income Fund|AW| 400,149,536 | 12,504,673 ||Consumer Discretionary|| Consumer Products & Services |||20020214|BC|Canada||||||||||C||Income Trust|Business Trust|| 1,734,052 | 55,293,710 | 10,866 |6||||||||||||||||||||||||||||
FIR0005|TSX|Aberdeen Asia-Pacific Income Investment Company Ltd.|FAP| 203,040,333 | 51,402,616 |||| Financial Services |||19860611|USA|USA|||||||Philadelphia|PA||F|Aberdeen|||| 5,252,777 | 22,565,796 | 7,749 |6||||||||||||||||||||||||||||
ABE0005|TSX|Aberdeen International Inc.|AAB| 12,486,797 | 96,052,282 |||| Financial Services ||TSXV Grad|20080130|ON|Canada|||1|||||||C||||| 9,625,208 | 1,641,605 | 1,183 |6||||||||||||||||||||||||||||
ACA0004|TSX|Acadian Timber Corp.|ADN| 332,951,198 | 16,731,216 |||| Industrial Products & Services |Forest Products & Paper|IPO|20060130|BC|Canada||||||||||C||||2010| 736,489 | 14,242,849 | 4,588 |6||||||||||||||||||||||||||||
ACA0006|TSX|Acasta Enterprises Inc.|AEF| 106,025,100 | 70,215,298 |||| Financial Services ||QA|20170106|ON|Canada||||||||||C||||| 21,393,912 | 22,082,776 | 2,720 |6||||||||||||||||||||||||||||
ACC0002|TSX|Accord Financial Corp.|ACD| 76,264,805 | 8,307,713 |||| Financial Services |||19920617|ON|Canada||||||||||C||||| 97,852 | 875,411 | 294 |6||||||||||||||||||||||||||||
ADF0001|TSX|ADF Group Inc.|DRX| 29,450,279 | 18,292,099 |||| Industrial Products & Services |||19990720|Quebec|Canada||||||||||C||||| 323,229 | 596,788 | 549 |6||||||||||||||||||||||||||||
ARM0003|TSX|Aecon Group Inc.|ARE| 1,097,956,559 | 61,477,009 |||| Industrial Products & Services |||19871231|ON|Canada|||||1|||||C||||| 40,317,723 | 715,504,884 | 135,466 |6||||||||||||||||||||||||||||
AGG0001|TSX|AG Growth International Inc.|AFN| 1,219,100,743 | 19,466,771 |||| Industrial Products & Services |Agriculture||20040517|MB|Canada||||||||||C||||2009| 4,770,531 | 308,071,528 | 35,466 |6||||||||||||||||||||||||||||
AGE0001|TSX|Agellan Commercial Real Estate Investment Trust|ACR| 444,540,853 | 32,953,362 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130125|ON|Canada||||||||||C||Income Trust|REIT|| 3,470,948 | 41,857,623 | 11,739 |6||||||||||||||||||||||||||||
